Image ID,True Class,Predicted Class,Confidence,Leaf Pixels,Activated Pixels,Activation Threshold,Attention-Affected Region %,Mean Leaf Activation,Mean Activated Activation,Weighted Activation,Health Score,Severity
2ef629c7-3366-41b5-a1b7-0e3bcb3ac28c___RS_Erly.B 9395_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9998488426208496,50176,8205,0.6,16.35,0.3329,0.7706,0.3329,59,Moderate
2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B 7780.JPG,tomato_Early blight,tomato_Early blight,0.7595462203025818,24350,980,0.6,4.02,0.1359,0.6817,0.1359,70,Mild
2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B 7780_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.7874670624732971,50176,5334,0.6,10.63,0.2229,0.7381,0.2229,64,Moderate
2f3c483a-b18d-4571-8c00-fb24f166d328___RS_Erly.B 7667.JPG,tomato_Early blight,tomato_Early blight,0.9244568943977356,19213,8549,0.6,44.5,0.5432,0.7593,0.5432,43,Moderate
2f3c483a-b18d-4571-8c00-fb24f166d328___RS_Erly.B 7667_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.8767856359481812,50176,10893,0.6,21.71,0.4187,0.7168,0.4187,58,Moderate
2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374.JPG,tomato_Early blight,tomato_Early blight,0.6779090762138367,23994,4623,0.6,19.27,0.3716,0.7468,0.3716,59,Moderate
2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999393224716187,50176,28603,0.6,57.01,0.6162,0.7949,0.6162,34,Severe
2f823081-0654-47f1-bb1e-88d7e99a94ca___RS_Erly.B 9542.JPG,tomato_Early blight,tomato_Early blight,0.9997915625572205,25005,10180,0.6,40.71,0.5558,0.7986,0.5558,44,Moderate
2f823081-0654-47f1-bb1e-88d7e99a94ca___RS_Erly.B 9542_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9998281002044678,50176,19862,0.6,39.58,0.5497,0.7386,0.5497,47,Moderate
2fa6cd46-eb76-481e-b15a-44c858f705b3___RS_Erly.B 9532.JPG,tomato_Early blight,tomato_Early blight,0.9999978542327881,32872,22397,0.6,68.13,0.6882,0.78,0.6882,28,Severe
2fa6cd46-eb76-481e-b15a-44c858f705b3___RS_Erly.B 9532_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999973773956299,50176,21562,0.6,42.97,0.5558,0.7688,0.5558,43,Moderate
2ffcdf9e-9cf5-492e-80f8-6f80cd0be7cb___RS_Erly.B 7421.JPG,tomato_Early blight,tomato_Early blight,0.9501011371612549,29800,8977,0.6,30.12,0.4333,0.7637,0.4333,51,Moderate
2ffcdf9e-9cf5-492e-80f8-6f80cd0be7cb___RS_Erly.B 7421_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9980440139770508,50176,11984,0.6,23.88,0.3772,0.8052,0.3772,53,Moderate
30480c06-fc07-47f2-8059-51d08240aad8___RS_Erly.B 9528.JPG,tomato_Early blight,tomato_Early blight,0.9999206066131592,26773,10267,0.6,38.35,0.5612,0.8157,0.5612,44,Moderate
30480c06-fc07-47f2-8059-51d08240aad8___RS_Erly.B 9528_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9992573857307434,50176,13238,0.6,26.38,0.4661,0.7741,0.4661,53,Moderate
30542417-544f-4bd5-9fa6-bdeb844c11a4___RS_Erly.B 6454.JPG,tomato_Early blight,tomato_Early blight,0.9980831146240234,21062,10605,0.6,50.35,0.5258,0.7805,0.5258,39,Severe
30542417-544f-4bd5-9fa6-bdeb844c11a4___RS_Erly.B 6454_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9900978803634644,50176,12544,0.6,25.0,0.3607,0.7,0.3607,57,Moderate
30546f58-8d3a-4318-87d1-322427a12380___RS_Erly.B 7404.JPG,tomato_Early blight,tomato_Early blight,0.8773643970489502,20388,7440,0.6,36.49,0.4492,0.7933,0.4492,46,Moderate
30546f58-8d3a-4318-87d1-322427a12380___RS_Erly.B 7404_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999935626983643,50176,8916,0.6,17.77,0.2933,0.7827,0.2933,58,Moderate
3064e2fc-3a71-4a66-8cd1-dc76ebc0c2e6___RS_Erly.B 7345.JPG,tomato_Early blight,tomato_Early blight,0.7402571439743042,21593,6950,0.6,32.19,0.4008,0.7758,0.4008,50,Moderate
3064e2fc-3a71-4a66-8cd1-dc76ebc0c2e6___RS_Erly.B 7345_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9969990253448486,50176,18221,0.6,36.31,0.4848,0.7535,0.4848,48,Moderate
3069555f-45e9-4208-bc5e-015ce47e34e2___RS_Erly.B 7663.JPG,tomato_Early blight,tomato_Early blight,0.9611554145812988,16025,7703,0.6,48.07,0.5389,0.7046,0.5389,43,Moderate
3069555f-45e9-4208-bc5e-015ce47e34e2___RS_Erly.B 7663_final_masked.jpg,tomato_Early blight,tomato_healthy,0.9361184239387512,50176,4325,0.6,8.62,0.1765,0.7423,0.1765,99,Healthy
30901e71-e656-4e7e-b3ec-0f813c307b88___RS_Erly.B 9396.JPG,tomato_Early blight,tomato_Early blight,0.9247331023216248,25402,6734,0.6,26.51,0.36,0.7582,0.36,54,Moderate
30901e71-e656-4e7e-b3ec-0f813c307b88___RS_Erly.B 9396_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.973883867263794,50176,11905,0.6,23.73,0.3971,0.7609,0.3971,55,Moderate
30c5bc48-7b5e-4bc0-9f0c-096042dacde2___RS_Erly.B 6333.JPG,tomato_Early blight,tomato_Early blight,0.7791732549667358,28671,11353,0.6,39.6,0.5173,0.7611,0.5173,46,Moderate
30c5bc48-7b5e-4bc0-9f0c-096042dacde2___RS_Erly.B 6333_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9005606174468994,50176,16649,0.6,33.18,0.4271,0.7514,0.4271,50,Moderate
30e6be40-743f-49c1-a736-e279d53ffdd7___RS_Erly.B 7862.JPG,tomato_Early blight,tomato_Early blight,0.8949805498123169,24184,5503,0.6,22.75,0.3468,0.7684,0.3468,56,Moderate
30e6be40-743f-49c1-a736-e279d53ffdd7___RS_Erly.B 7862_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9800028800964355,50176,12149,0.6,24.21,0.3723,0.7115,0.3723,57,Moderate
30f2c918-bb60-4d4f-b171-7fecdfac7cac___RS_Erly.B 9543.JPG,tomato_Early blight,tomato_Early blight,0.9999856948852539,26325,15843,0.6,60.18,0.6207,0.7804,0.6207,33,Severe
30f2c918-bb60-4d4f-b171-7fecdfac7cac___RS_Erly.B 9543_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999991655349731,50176,20306,0.6,40.47,0.5374,0.8015,0.5374,44,Moderate
313ff9e3-e43c-45b6-9879-b76a1e040eef___RS_Erly.B 8454.JPG,tomato_Early blight,tomato_Late blight,0.7498404383659363,40911,5013,0.6,12.25,0.2073,0.7548,0.2073,62,Moderate
313ff9e3-e43c-45b6-9879-b76a1e040eef___RS_Erly.B 8454_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9784837961196899,50176,12961,0.6,25.83,0.4404,0.7582,0.4404,54,Moderate
3198b703-d5d5-46e9-9b8f-399d5531b5c4___RS_Erly.B 8364.JPG,tomato_Early blight,tomato_Early blight,0.9875580072402954,32513,15539,0.6,47.79,0.5622,0.8128,0.5622,39,Severe
3198b703-d5d5-46e9-9b8f-399d5531b5c4___RS_Erly.B 8364_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.998532772064209,50176,29794,0.6,59.38,0.6075,0.7353,0.6075,35,Severe
31e2b9eb-6005-493f-b1c7-293f3dd309dc___RS_Erly.B 7859.JPG,tomato_Early blight,tomato_Early blight,0.9559674859046936,30183,8687,0.6,28.78,0.4484,0.7491,0.4484,53,Moderate
31e2b9eb-6005-493f-b1c7-293f3dd309dc___RS_Erly.B 7859_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9979700446128845,50176,12415,0.6,24.74,0.4775,0.7293,0.4775,56,Moderate
3205c4f9-9dd4-44ce-8e4c-0bd93405d60b___RS_Erly.B 6331.JPG,tomato_Early blight,tomato_Early blight,0.7696104645729065,21967,2184,0.6,9.94,0.2107,0.7264,0.2107,65,Moderate
3205c4f9-9dd4-44ce-8e4c-0bd93405d60b___RS_Erly.B 6331_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9561040997505188,50176,9798,0.6,19.53,0.3914,0.728,0.3914,59,Moderate
32065728-b0b0-4840-b2cc-7461b371e57f___RS_Erly.B 6407.JPG,tomato_Early blight,tomato_Early blight,0.999680757522583,23302,8828,0.6,37.89,0.5037,0.7647,0.5037,47,Moderate
32065728-b0b0-4840-b2cc-7461b371e57f___RS_Erly.B 6407_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999998807907104,50176,12599,0.6,25.11,0.4551,0.7718,0.4551,54,Moderate
3253ff4e-90ab-475a-89d2-f99875c53367___RS_Erly.B 8356.JPG,tomato_Early blight,tomato_Early blight,0.6895082592964172,23871,13736,0.6,57.54,0.5355,0.7878,0.5355,34,Severe
3253ff4e-90ab-475a-89d2-f99875c53367___RS_Erly.B 8356_final_masked.jpg,tomato_Early blight,tomato_healthy,0.9024133682250977,50176,5142,0.6,10.25,0.1674,0.7618,0.1674,99,Healthy
325b9138-a030-4156-ae85-20de17e89f7e___RS_Erly.B 7807.JPG,tomato_Early blight,tomato_Early blight,0.9989738464355469,20960,10054,0.6,47.97,0.4923,0.7346,0.4923,42,Moderate
325b9138-a030-4156-ae85-20de17e89f7e___RS_Erly.B 7807_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999992847442627,50176,9867,0.6,19.66,0.4232,0.7273,0.4232,59,Moderate
3271f296-5264-4600-94e0-bde6cf1a2b42___RS_Erly.B 8300.JPG,tomato_Early blight,tomato_Late blight,0.5381506085395813,26617,4704,0.6,17.67,0.2863,0.7419,0.2863,60,Moderate
3271f296-5264-4600-94e0-bde6cf1a2b42___RS_Erly.B 8300_final_masked.jpg,tomato_Early blight,tomato_Late blight,0.5195135474205017,50176,5550,0.6,11.06,0.1981,0.7571,0.1981,63,Moderate
32ae9564-c205-4814-b579-1ebf0d732e7e___RS_Erly.B 9415.JPG,tomato_Early blight,tomato_Early blight,0.9971535205841064,28109,5952,0.6,21.17,0.3818,0.7481,0.3818,57,Moderate
32ae9564-c205-4814-b579-1ebf0d732e7e___RS_Erly.B 9415_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999868869781494,50176,16159,0.6,32.2,0.5046,0.7592,0.5046,50,Moderate
32e59188-5c46-4369-8991-5acfa253263b___RS_Erly.B 7781.JPG,tomato_Early blight,tomato_Early blight,0.9997058510780334,26255,6755,0.6,25.73,0.4916,0.7175,0.4916,56,Moderate
32e59188-5c46-4369-8991-5acfa253263b___RS_Erly.B 7781_final_masked.jpg,tomato_Early blight,tomato_healthy,0.7756954431533813,50176,4815,0.6,9.6,0.1432,0.8071,0.1432,99,Healthy
32f37240-9abc-4a4d-8c62-37ee3e89d0b6___RS_Erly.B 6424.JPG,tomato_Early blight,tomato_Early blight,0.9965247511863708,23692,7176,0.6,30.29,0.3565,0.8128,0.3565,49,Moderate
32f37240-9abc-4a4d-8c62-37ee3e89d0b6___RS_Erly.B 6424_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.999997615814209,50176,28147,0.6,56.1,0.5971,0.7691,0.5971,36,Severe
3387fbf2-ee72-4601-b8de-c863eb96d181___RS_Erly.B 7452.JPG,tomato_Early blight,tomato_Early blight,0.992344081401825,23901,10187,0.6,42.62,0.5485,0.7859,0.5485,43,Moderate
3387fbf2-ee72-4601-b8de-c863eb96d181___RS_Erly.B 7452_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9965967535972595,50176,15099,0.6,30.09,0.4969,0.7319,0.4969,53,Moderate
33cd99f1-1f8a-497b-b4fc-60ff78af4b8a___RS_Erly.B 8378.JPG,tomato_Early blight,tomato_Late blight,0.9867143034934998,33698,11247,0.6,33.38,0.4272,0.7322,0.4272,51,Moderate
33cd99f1-1f8a-497b-b4fc-60ff78af4b8a___RS_Erly.B 8378_final_masked.jpg,tomato_Early blight,tomato_Late blight,0.9646880626678467,50176,7010,0.6,13.97,0.3325,0.7051,0.3325,63,Moderate
34044338-c693-4604-8764-35eaece11e56___RS_Erly.B 9483.JPG,tomato_Early blight,tomato_Early blight,0.9988441467285156,25591,9497,0.6,37.11,0.4879,0.7734,0.4879,47,Moderate
34044338-c693-4604-8764-35eaece11e56___RS_Erly.B 9483_final_masked.jpg,tomato_Early blight,tomato_healthy,0.9777387380599976,50176,6869,0.6,13.69,0.2229,0.7776,0.2229,99,Healthy
342d78c9-af97-4325-ad0f-0f12e0a206c2___RS_Erly.B 7406.JPG,tomato_Early blight,tomato_Early blight,0.9178302884101868,33374,10342,0.6,30.99,0.4619,0.7425,0.4619,52,Moderate
342d78c9-af97-4325-ad0f-0f12e0a206c2___RS_Erly.B 7406_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.8602023124694824,50176,17923,0.6,35.72,0.416,0.7612,0.416,48,Moderate
345b59b4-87fd-43a2-9783-fed3e492c4d7___RS_Erly.B 7402.JPG,tomato_Early blight,tomato_Early blight,0.9151290059089661,18959,6119,0.6,32.27,0.357,0.783,0.357,49,Moderate
345b59b4-87fd-43a2-9783-fed3e492c4d7___RS_Erly.B 7402_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.998936116695404,50176,9500,0.6,18.93,0.288,0.7426,0.288,59,Moderate
347120f8-e92d-43f7-9ace-196890cec04d___RS_Erly.B 9421.JPG,tomato_Early blight,tomato_Late blight,0.9061285257339478,25894,9560,0.6,36.92,0.4229,0.7711,0.4229,47,Moderate
347120f8-e92d-43f7-9ace-196890cec04d___RS_Erly.B 9421_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999817609786987,50176,16689,0.6,33.26,0.4912,0.7851,0.4912,49,Moderate
352ced01-4645-44e5-bc3e-1b7172deb883___RS_Erly.B 7758.JPG,tomato_Early blight,tomato_Early blight,0.5221682786941528,20071,2876,0.6,14.33,0.2827,0.7243,0.2827,62,Moderate
352ced01-4645-44e5-bc3e-1b7172deb883___RS_Erly.B 7758_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999719858169556,50176,5949,0.6,11.86,0.3605,0.7165,0.3605,64,Moderate
3537d467-9926-49dc-8d11-74a76b196354___RS_Erly.B 7665.JPG,tomato_Early blight,tomato_Early blight,0.9361053109169006,19005,6010,0.6,31.62,0.4596,0.7568,0.4596,51,Moderate
3537d467-9926-49dc-8d11-74a76b196354___RS_Erly.B 7665_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9015496969223022,50176,17806,0.6,35.49,0.5402,0.7003,0.5402,51,Moderate
3592b22c-09cd-4005-97c4-cdd11318cce0___RS_Erly.B 9391.JPG,tomato_Early blight,tomato_Early blight,0.9325448870658875,25890,13184,0.6,50.92,0.5541,0.8003,0.5541,37,Severe
3592b22c-09cd-4005-97c4-cdd11318cce0___RS_Erly.B 9391_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999978542327881,50176,13354,0.6,26.61,0.4769,0.7642,0.4769,53,Moderate
3596fc7f-e79e-44f5-862a-f177db2960f6___RS_Erly.B 6386.JPG,tomato_Early blight,tomato_Early blight,0.9999991655349731,32126,12237,0.6,38.09,0.5383,0.7287,0.5383,48,Moderate
3596fc7f-e79e-44f5-862a-f177db2960f6___RS_Erly.B 6386_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999998807907104,50176,16630,0.6,33.14,0.5082,0.7049,0.5082,52,Moderate
366e550d-8604-44cd-b239-325d9e14a4f4___RS_Erly.B 6378.JPG,tomato_Early blight,tomato_Early blight,0.9926108717918396,29062,13738,0.6,47.27,0.5776,0.732,0.5776,42,Moderate
366e550d-8604-44cd-b239-325d9e14a4f4___RS_Erly.B 6378_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9998947381973267,50176,26270,0.6,52.36,0.5705,0.7387,0.5705,39,Severe
36c17d6d-9e00-4e7c-bf14-eaadb64b508d___RS_Erly.B 7641.JPG,tomato_Early blight,tomato_Early blight,0.7104523181915283,24423,10262,0.6,42.02,0.4245,0.786,0.4245,43,Moderate
36c17d6d-9e00-4e7c-bf14-eaadb64b508d___RS_Erly.B 7641_final_masked.jpg,tomato_Early blight,tomato_healthy,0.9706131815910339,50176,7959,0.6,15.86,0.2528,0.7762,0.2528,99,Healthy
3726eff6-547d-411e-bc00-f8b533d067e3___RS_Erly.B 6494.JPG,tomato_Early blight,tomato_Late blight,0.8016793131828308,21195,4950,0.6,23.35,0.3381,0.7847,0.3381,55,Moderate
3726eff6-547d-411e-bc00-f8b533d067e3___RS_Erly.B 6494_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.5719733238220215,50176,8778,0.6,17.49,0.3313,0.7795,0.3313,58,Moderate
3754ec0a-13b7-40c5-9839-b7499b6c365b___RS_Erly.B 7449.JPG,tomato_Early blight,tomato_Early blight,0.49558770656585693,22954,1800,0.6,7.84,0.2167,0.7444,0.2167,66,Moderate
3754ec0a-13b7-40c5-9839-b7499b6c365b___RS_Erly.B 7449_final_masked.jpg,tomato_Early blight,tomato_healthy,0.8869209885597229,50176,6511,0.6,12.98,0.219,0.7401,0.219,99,Healthy
375a4113-c296-4b3a-897b-da6f4ac660dc___RS_Erly.B 6408.JPG,tomato_Early blight,tomato_Early blight,0.8472512364387512,23306,8697,0.6,37.32,0.4589,0.7598,0.4589,47,Moderate
375a4113-c296-4b3a-897b-da6f4ac660dc___RS_Erly.B 6408_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999912977218628,50176,15007,0.6,29.91,0.4881,0.7616,0.4881,52,Moderate
38685009-d6e6-4b3a-9957-bf049a210cda___RS_Erly.B 7606.JPG,tomato_Early blight,tomato_Early blight,0.554011344909668,22071,2022,0.6,9.16,0.2331,0.7344,0.2331,65,Moderate
38685009-d6e6-4b3a-9957-bf049a210cda___RS_Erly.B 7606_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9988747239112854,50176,6426,0.6,12.81,0.387,0.7814,0.387,61,Moderate
386b2d80-35c1-4fa5-98b6-f78c1c9cfb36___RS_Erly.B 6470.JPG,tomato_Early blight,tomato_Late blight,0.6058056354522705,16992,1933,0.6,11.38,0.2234,0.6931,0.2234,65,Moderate
386b2d80-35c1-4fa5-98b6-f78c1c9cfb36___RS_Erly.B 6470_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9839541912078857,50176,12692,0.6,25.29,0.3867,0.776,0.3867,54,Moderate
3889a459-3e30-4345-83e1-57c68b32af30___RS_Erly.B 7638.JPG,tomato_Early blight,tomato_Early blight,0.9988828301429749,29834,6046,0.6,20.27,0.3761,0.7249,0.3761,59,Moderate
3889a459-3e30-4345-83e1-57c68b32af30___RS_Erly.B 7638_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999880790710449,50176,11710,0.6,23.34,0.4234,0.7962,0.4234,54,Moderate
389a93c4-2ea1-4df5-94c6-01ea8ad856db___RS_Erly.B 7720.JPG,tomato_Early blight,tomato_healthy,0.9882177710533142,18365,5164,0.6,28.12,0.4782,0.7745,0.4782,98,Healthy
389a93c4-2ea1-4df5-94c6-01ea8ad856db___RS_Erly.B 7720_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9802778363227844,50176,9743,0.6,19.42,0.3811,0.732,0.3811,59,Moderate
38b7f839-7d01-4062-a858-a64b841b7996___RS_Erly.B 7390.JPG,tomato_Early blight,tomato_Early blight,0.9531139135360718,20130,4288,0.6,21.3,0.3746,0.7377,0.3746,58,Moderate
38b7f839-7d01-4062-a858-a64b841b7996___RS_Erly.B 7390_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999991655349731,50176,13023,0.6,25.95,0.4603,0.7439,0.4603,55,Moderate
38c6a01b-91c0-431b-8f58-05fa43cf94b7___RS_Erly.B 9408.JPG,tomato_Early blight,tomato_Early blight,0.7920778393745422,24451,10591,0.6,43.32,0.4454,0.8004,0.4454,42,Moderate
38c6a01b-91c0-431b-8f58-05fa43cf94b7___RS_Erly.B 9408_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999985694885254,50176,18872,0.6,37.61,0.526,0.7696,0.526,47,Moderate
392df5d9-0383-4ce9-a6fa-17d09cdc3c62___RS_Erly.B 9497.JPG,tomato_Early blight,tomato_Early blight,0.561316192150116,26585,4087,0.6,15.37,0.2168,0.7139,0.2168,62,Moderate
392df5d9-0383-4ce9-a6fa-17d09cdc3c62___RS_Erly.B 9497_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9998534917831421,50176,22139,0.6,44.12,0.5598,0.7745,0.5598,43,Moderate
394ebb8a-49b8-4122-bd81-f3c862491db9___RS_Erly.B 7513.JPG,tomato_Early blight,tomato_Early blight,0.9982613921165466,23973,7328,0.6,30.57,0.4878,0.6898,0.4878,54,Moderate
394ebb8a-49b8-4122-bd81-f3c862491db9___RS_Erly.B 7513_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999996423721313,50176,24783,0.6,49.39,0.5722,0.7376,0.5722,41,Moderate
397ffe67-e784-44d5-ae1a-d1e2990c041b___RS_Erly.B 7637.JPG,tomato_Early blight,tomato_Early blight,0.9666933417320251,28628,11527,0.6,40.26,0.4208,0.7622,0.4208,45,Moderate
397ffe67-e784-44d5-ae1a-d1e2990c041b___RS_Erly.B 7637_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9976289868354797,50176,7971,0.6,15.89,0.3651,0.7387,0.3651,61,Moderate
398d72f7-db26-4138-9364-eb506f9495f4___RS_Erly.B 9450.JPG,tomato_Early blight,tomato_Early blight,0.9998770952224731,32616,11110,0.6,34.06,0.4425,0.7526,0.4425,49,Moderate
398d72f7-db26-4138-9364-eb506f9495f4___RS_Erly.B 9450_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9980575442314148,50176,8263,0.6,16.47,0.3533,0.7558,0.3533,60,Moderate
39da27eb-fde9-474b-bf0a-1374901ed82b___RS_Erly.B 7394.JPG,tomato_Early blight,tomato_Early blight,0.673599898815155,18678,6946,0.6,37.19,0.4351,0.788,0.4351,46,Moderate
39da27eb-fde9-474b-bf0a-1374901ed82b___RS_Erly.B 7394_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9886937737464905,50176,7437,0.6,14.82,0.2922,0.7252,0.2922,62,Moderate
3a2f31aa-b3e1-45a0-b0e6-2ffe3a2538b2___RS_Erly.B 9393.JPG,tomato_Early blight,tomato_Early blight,0.8851787447929382,28642,6122,0.6,21.37,0.2852,0.7862,0.2852,56,Moderate
3a2f31aa-b3e1-45a0-b0e6-2ffe3a2538b2___RS_Erly.B 9393_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9978540539741516,50176,12815,0.6,25.54,0.4235,0.7565,0.4235,54,Moderate
3a54f866-42a6-4ad8-8752-97c62aa1bc18___RS_Erly.B 6485.JPG,tomato_Early blight,tomato_Early blight,0.8336918950080872,17122,6610,0.6,38.61,0.5156,0.7734,0.5156,46,Moderate
3a54f866-42a6-4ad8-8752-97c62aa1bc18___RS_Erly.B 6485_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.8864041566848755,50176,17862,0.6,35.6,0.5204,0.7553,0.5204,48,Moderate
3a5a5775-fd2c-43ea-ad6b-ce2e50b36dcf___RS_Erly.B 6469.JPG,tomato_Early blight,tomato_Early blight,0.8242055773735046,15838,2660,0.6,16.8,0.2691,0.7509,0.2691,60,Moderate
3a5a5775-fd2c-43ea-ad6b-ce2e50b36dcf___RS_Erly.B 6469_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9614148736000061,50176,15567,0.6,31.02,0.4719,0.7574,0.4719,51,Moderate
3a634ad7-1119-4ea1-9268-bedc8308fdc8___RS_Erly.B 7841.JPG,tomato_Early blight,tomato_Late blight,0.7575749158859253,20991,5177,0.6,24.66,0.3566,0.7717,0.3566,54,Moderate
3a634ad7-1119-4ea1-9268-bedc8308fdc8___RS_Erly.B 7841_final_masked.jpg,tomato_Early blight,tomato_Late blight,0.5876685976982117,50176,2433,0.6,4.85,0.1498,0.6852,0.1498,70,Mild
3a7c19c6-a86d-4127-b00e-600cb0244ac4___RS_Erly.B 6415.JPG,tomato_Early blight,tomato_Late blight,0.9800108671188354,24290,3968,0.6,16.34,0.2671,0.7441,0.2671,60,Moderate
3a7c19c6-a86d-4127-b00e-600cb0244ac4___RS_Erly.B 6415_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9541690945625305,50176,11434,0.6,22.79,0.3081,0.7361,0.3081,57,Moderate
3a8ed6b0-1566-4ab1-b0e2-6a670dfca65a___RS_Erly.B 7653.JPG,tomato_Early blight,tomato_Early blight,0.9934656023979187,24802,11842,0.6,47.75,0.5963,0.73,0.5963,42,Moderate
3a8ed6b0-1566-4ab1-b0e2-6a670dfca65a___RS_Erly.B 7653_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999997615814209,50176,24792,0.6,49.41,0.6403,0.7921,0.6403,39,Severe
0003faa8-4b27-4c65-bf42-6d9e352ca1a5___RS_Late.B 4946.JPG,tomato_Late blight,tomato_Late blight,0.9982470273971558,45053,11593,0.6,25.73,0.401,0.7797,0.401,53,Moderate
0003faa8-4b27-4c65-bf42-6d9e352ca1a5___RS_Late.B 4946_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9326441287994385,50176,5249,0.6,10.46,0.1982,0.717,0.1982,65,Moderate
00355ec2-f12c-4015-b8f9-94354f69ce22___RS_Late.B 5311.JPG,tomato_Late blight,tomato_Late blight,0.9999352693557739,46577,14437,0.6,31.0,0.3858,0.7571,0.3858,51,Moderate
00355ec2-f12c-4015-b8f9-94354f69ce22___RS_Late.B 5311_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.995762288570404,50176,7844,0.6,15.63,0.2819,0.7613,0.2819,60,Moderate
005a2c1f-4e15-49e4-9e5c-61dc3ecf9708___RS_Late.B 5096.JPG,tomato_Late blight,tomato_Late blight,0.9967724680900574,29574,10641,0.6,35.98,0.4685,0.754,0.4685,48,Moderate
005a2c1f-4e15-49e4-9e5c-61dc3ecf9708___RS_Late.B 5096_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9998434782028198,50176,15457,0.6,30.81,0.4225,0.808,0.4225,49,Moderate
005e3b43-9050-47da-9498-f9ecdcc703b3___RS_Late.B 5104.JPG,tomato_Late blight,tomato_Late blight,0.9993951320648193,30302,8908,0.6,29.4,0.4189,0.7958,0.4189,51,Moderate
005e3b43-9050-47da-9498-f9ecdcc703b3___RS_Late.B 5104_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9988396763801575,50176,12786,0.6,25.48,0.3647,0.7757,0.3647,54,Moderate
008ebb44-eb77-4843-b621-4b88b5df7d43___RS_Late.B 5188.JPG,tomato_Late blight,tomato_Late blight,0.993966817855835,25272,9469,0.6,37.47,0.4912,0.7776,0.4912,46,Moderate
